BookId,Book_Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,Sales,URLs
B866,Secret Agent 6th Grader 2: Ice Cold Suckerpunch (a funny book for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja,Marcus Emerson,Children's Books,Crime & Thriller,Kindle Edition,377.00,4.7,1127,424879,https://www.amazon.in/Secret-Agent-6th-Grader-Suckerpunch-ebook/dp/B00CJ37M20/ref=zg_bs_g_1318086031_d_sccl_28/000-0000000-0000000?psc=1
B867,Secret Mafia Daddy: A Forced Marriage Romance (Alpha Mafia Daddies),Kira  Cole,Romance,Alpha Male,Kindle Edition,331.00,4.2,1051,347881,https://www.amazon.in/Secret-Mafia-Daddy-Marriage-Romance-ebook/dp/B0CHK3TFP5/ref=zg_bs_g_92041942031_d_sccl_9/000-0000000-0000000?psc=1
B868,Secrets of a Billionaire : A Second Chance Billionaire Romance (Billionaire Kings Book 3),Eva Winners,Romance,Contemporary,Kindle Edition,414.00,4.5,16,6624,https://www.amazon.in/Secrets-Billionaire-Dark-Romance-Kings-ebook/dp/B0C6357LXW/ref=zg_bs_g_2590357031_d_sccl_1/000-0000000-0000000?psc=1
B869,Secrets of Divine Love : A Spiritual Journey into the Heart of Islam,A.Helwa,Religion,Islam,Paperback,227.00,4.7,7216,1638032,https://www.amazon.in/Secrets-Divine-Love-Spiritual-Journey/dp/0143454242/ref=zg_bs_g_1318196031_d_sccl_1/000-0000000-0000000?psc=1
B870,Secrets of Mental Math,Arthur Benjamin,Science & Mathematics,Mathematics,Paperback,372.00,4.3,1936,720192,https://www.amazon.in/Secrets-Mental-Math-Mathemagicians-Calculation/dp/0307338401/ref=zg_bs_g_4149720031_d_sccl_21/000-0000000-0000000?psc=1
B871,Seek And Find - Animals : Early Learning Board Books With Tabs,Wonder House Books,Children's Books,Animals & Pets,Board book,199.00,4.5,1541,306659,https://www.amazon.in/Seek-Find-Animals-Early-Learning/dp/9389432359/ref=zg_bs_g_67803455031_d_sccl_4/000-0000000-0000000?psc=1
B872,"SET Mathematical science Book Previous Year Questions (2011-2023) with detailed solution (PYQ), also useful for CSIR NET, GATE MA, NBHM, TIFR, Assistant Professor and PHD Entrance exam [ MH SET ]",IFAS Publications,Science & Mathematics,Mathematics,Paperback,539.00,3,3,1617,https://www.amazon.in/Mathematical-Questions-2011-2023-Assistant-Professor/dp/B0CR3QN69Z/ref=zg_bs_g_4149720031_d_sccl_11/000-0000000-0000000?psc=1
B873,"Set of 10 Classics Tales Story Books for Kids|English Short Stories for 3+ | Aladdin, Alibaba, Jungle Book & Others",Team Pegasus,Children's Books,"Fantasy, Science Fiction & Horror",Product Bundle,220.00,3.8,13,2860,https://www.amazon.in/Classics-English-Stories-Aladdin-Alibaba/dp/8131944700/ref=zg_bs_g_1402037031_d_sccl_13/000-0000000-0000000?psc=1
B874,"Set On You: A witty, addictive, chemistry filled rom-com",Amy Lea,Romance,Holidays,Paperback,310.00,4,2738,848780,https://www.amazon.in/Set-You-addictive-chemistry-rom-com/dp/0241997526/ref=zg_bs_g_89265411031_d_sccl_18/000-0000000-0000000?psc=1
B875,Sexy Floral lace swimming race suit photo collection of missies Standing pose edition Part2 (Japanese Edition),AI Maker,Sports,"Bowls, Bowling & Petanque",Kindle Edition,270.00,3,3,810,https://www.amazon.in/swimming-collection-missies-Standing-Japanese-ebook/dp/B0CRQ5Z1BT/ref=zg_bs_g_1318238031_d_sccl_7/000-0000000-0000000?psc=1
B876,Shakchunni,Arnab Ray,"Fantasy, Horror & Science Fiction",Horror,Paperback,340.00,4.5,2,680,https://www.amazon.in/Shakchunni-Arnab-Ray/dp/9357318216/ref=zg_bs_g_1318165031_d_sccl_13/000-0000000-0000000?psc=1
B877,Shattered Crown: A Dark Mafia Age Gap Romance (Kozlov Empire Book 4),Monica Kayne,Romance,Action & Adventure,Kindle Edition,415.00,4.3,617,256055,https://www.amazon.in/Shattered-Crown-Romance-Kozlov-Empire-ebook/dp/B0CBSQ1X6B/ref=zg_bs_g_86208349031_d_sccl_16/000-0000000-0000000?psc=1
B878,Shell Scripting: How to Automate Command Line Tasks Using Bash Scripting and Shell Programming,Jason Cannon,"Computing, Internet & Digital Media",Network Administration,Kindle Edition,231.00,4.5,1294,298914,https://www.amazon.in/Shell-Scripting-Automate-Command-Programming-ebook/dp/B015FZAXU6/ref=zg_bs_g_1318114031_d_sccl_17/000-0000000-0000000?psc=1
B879,Shivdas CBSE Class 12 Economics 25+1 Past 7 Years Solved Board Papers and Sample Papers (including Delhi and Outside Delhi ALL SETS) for 2024 Board Exams,Shivdas Editorial,School Books,International School Boards,Paperback,180.00,4.8,53,9540,https://www.amazon.in/Shivdas-Economics-Solved-including-Outside/dp/9391094783/ref=zg_bs_g_10998107031_d_sccl_26/000-0000000-0000000?psc=1
B880,Shlokas and Mantras - Activity Book For Kids - Illustrated Book With Engaging Activities and Sticker Sheets,Wonder House Books,Children's Books,Interactive & Activity Books,Hardcover,149.00,4.7,649,96701,https://www.amazon.in/Shlokas-Mantras-Activity-Illustrated-Activities/dp/935440524X/ref=zg_bs_g_1318081031_d_sccl_5/000-0000000-0000000?psc=1
B881,Shlokas and Mantras and Hanuman Chalisa for Kids Age 2+ (Illustrated) (Set of 2 Books) - English/Sanskrit/Hindi with meaning explained,Maple Press,Children's Books,Picture Books,Paperback,99.00,4.5,46,4554,https://www.amazon.in/Shlokas-Mantras-Hanuman-Chalisa-Illustrated/dp/8119099567/ref=zg_bs_g_1318099031_d_sccl_12/000-0000000-0000000?psc=1
B882,Shlokas and Mantras For Kids É?? English/Sanskrit | Illustrated Board Book for Children with Clear Text | Sanskrit Shlokas/Mantras with English Meaning | Book on IndiaÉ??s Rich Culture and Tradition | Round Edges | Age: 3+ | 6in. x 6in.,Wonder House Books,Children's Books,Education & Reference,Board book,199.00,4.7,604,120196,https://www.amazon.in/Shlokas-Mantras-Kids-Illustrated-Tradition/dp/9354405169/ref=zg_bs_g_67803454031_d_sccl_5/000-0000000-0000000?psc=1
B883,Shoe Dog,Phil Knight,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,321.00,4.6,58096,18648816,https://www.amazon.in/Shoe-Dog-Memoir-Creator-NIKE/dp/1471146723/ref=zg_bs_g_1318065031_d_sccl_19/000-0000000-0000000?psc=1
B884,Short Stories From Panchatantra - Volume 1: Abridged Illustrated Stories For Children (With Morals),Wonder House Books,Children's Books,Historical Fiction,Paperback,55.00,3.9,277,15235,https://www.amazon.in/Short-Stories-Panchatantra-Abridged-Illustrated/dp/9389931282/ref=zg_bs_g_1318088031_d_sccl_5/000-0000000-0000000?psc=1
B885,"Shri Ram Charitmanas Gita Press Ramcharitmanas, Tulsidas Krit Ramcharitmanas, Code-81,(Hardcover, Hindi, Goswami Tulsidas)",Gita Press Gorakhpur,Religion,Hinduism,Hardcover,330.00,4.8,1649,544170,https://www.amazon.in/Charitmanas-Ramcharitmanas-Tulsidas-Code-81-Hardcover/dp/B097JNH98W/ref=zg_bs_g_1318194031_d_sccl_15/000-0000000-0000000?psc=1
B886,Shri Ramcharitmanas By Goswami Tulsidasji - With Meaning Explained In Hindi Code 82 Hardcover Best Quality Page,Gita Press Gorakhpur,Religion,Hinduism,Hardcover,188.00,4.7,263,49444,https://www.amazon.in/Shri-Ramcharitmanas-Goswami-Tulsidasji-explained/dp/B096MFT4W8/ref=zg_bs_g_1318194031_d_sccl_14/000-0000000-0000000?psc=1
B887,shri swami charitra saramrut,Shashikant Konkar,Science & Mathematics,Mathematics,Paperback,79.00,4.7,205,16195,https://www.amazon.in/swami-charitra-saramrut-Shashikant-Konkar/dp/B07BQD6DB5/ref=zg_bs_g_4149720031_d_sccl_27/000-0000000-0000000?psc=1
B888,Shrimad Bhagavad Gita For Children with colourful pictures & illustrations,Sudha Gupta,Children's Books,Religion,Hardcover,402.00,4.6,1106,444612,https://www.amazon.in/Bhagavad-Gita-Children-Sudha-Gupta/dp/8131942473/ref=zg_bs_g_1318101031_d_sccl_10/000-0000000-0000000?psc=1
B889,Shrimad Bhagwat Geeta Yatharoop,A.C. Bhaktivendanta Swami Prabhupada,Reference,Encyclopaedias & Reference Works,Hardcover,200.00,4.8,18815,3763000,https://www.amazon.in/Bhagavad-Gita-Bhaktivendanta-Swami-Prabhupada/dp/938598618X/ref=zg_bs_g_1318186031_d_sccl_2/000-0000000-0000000?psc=1
B890,Shunya: A Novel,Sri M,"Fantasy, Horror & Science Fiction",Horror,Paperback,271.00,4.3,1776,481296,https://www.amazon.in/Shunya-Novel-Sri-M/dp/0143458604/ref=zg_bs_g_1318165031_d_sccl_8/000-0000000-0000000?psc=1
B891,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Paperback,99.00,4.5,19200,1900800,https://www.amazon.in/Siddhartha-Hermann-Hesse/dp/817234368X/ref=zg_bs_g_1318159031_d_sccl_27/000-0000000-0000000?psc=1
B892,Silent Lies: An Age Gap Arranged Marriage Mafia Romance (Perfectly Imperfect Book 8),Neva Altaj,Romance,Enemies to Lovers,Kindle Edition,416.00,4.6,4672,1943552,https://www.amazon.in/Silent-Lies-Arranged-Perfectly-Imperfect-ebook/dp/B0CB76H7YK/ref=zg_bs_g_92041935031_d_sccl_5/000-0000000-0000000?psc=1
B893,Silent Spring,Rachel Carson,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Paperback,284.00,4.5,3727,1058468,https://www.amazon.in/Silent-Spring-Rachel-Carson/dp/B0BPD24HFH/ref=zg_bs_g_1318122031_d_sccl_18/000-0000000-0000000?psc=1
B894,Silent Vows: A Mafia Arranged Marriage Romance (The Byrne Brothers Book 1),Jill Ramsower,Literature & Fiction,"Crime, Thriller & Mystery",Kindle Edition,399.00,4.3,15683,6257517,https://www.amazon.in/Silent-Vows-Arranged-Marriage-Brothers-ebook/dp/B0B699F5HR/ref=zg_bs_g_1318161031_d_sccl_2/000-0000000-0000000?psc=1
B895,Silman's Complete Endgame Course: From Beginner to Master,Jeremy Silman,"Crafts, Home & Lifestyle",Games & Quizzes,Paperback,"1,200.00",4.7,1020,1224000,https://www.amazon.in/Silmans-Complete-Endgame-Course-Beginner/dp/1890085103/ref=zg_bs_g_1318121031_d_sccl_29/000-0000000-0000000?psc=1
B896,SIX OF CROWS,Leigh Bardugo,"Crime, Thriller & Mystery",Thrillers and Suspense,Paperback,389.00,4.7,35302,13732478,https://www.amazon.in/Six-Crows-Leigh-Bardugo/dp/1780622287/ref=zg_bs_g_22960213031_d_sccl_1/000-0000000-0000000?psc=1
B897,Six of Crows (Collectors Edition),BARDUGO LEIGH,Teen & Young Adult,Romance,Hardcover,698.00,4.7,35302,24640796,https://www.amazon.in/Six-Crows-Collectors-Leigh-Bardugo/dp/1510106286/ref=zg_bs_g_67803438031_d_sccl_7/000-0000000-0000000?psc=1
B898,Six of Crows: Crooked Kingdom,Leigh Bardugo,Children's Books,Fantasy,Paperback,388.00,4.7,36600,14200800,https://www.amazon.in/Six-Crows-Crooked-Kingdom-Book/dp/1780622317/ref=zg_bs_g_67803457031_d_sccl_15/000-0000000-0000000?psc=1
B899,Skill in Mathematics - Algebra for JEE Main and Advanced,Dr. S K Goyal,Science & Mathematics,Mathematics,Paperback,585.00,4.6,55,32175,https://www.amazon.in/Skill-Mathematics-Algebra-Main-Advanced/dp/9389204755/ref=zg_bs_g_4149720031_d_sccl_9/000-0000000-0000000?psc=1
B900,Skills in Mathematics - Coordinate Geometry for JEE Main and Advanced,Dr. S K Goyal,Science & Mathematics,Mathematics,Paperback,484.00,4.5,51,24684,https://www.amazon.in/Skills-Mathematics-Coordinate-Geometry-Advanced/dp/9389204763/ref=zg_bs_g_4149720031_d_sccl_11/000-0000000-0000000?psc=1
B901,Skills in Mathematics - Differential Calculus for JEE Main and Advanced,Amit M Agarwal,Science & Mathematics,Mathematics,Paperback,375.00,4.6,52,19500,https://www.amazon.in/Skills-Mathematics-Differential-Calculus-Advanced/dp/9389204771/ref=zg_bs_g_4149720031_d_sccl_14/000-0000000-0000000?psc=1
B902,Skills in Mathematics - Integral Calculus for JEE Main and Advanced,Amit M Agarwal,Science & Mathematics,Mathematics,Paperback,238.00,4.5,51,12138,https://www.amazon.in/Skills-Mathematics-Integral-Calculus-Advanced/dp/938920478X/ref=zg_bs_g_4149720031_d_sccl_13/000-0000000-0000000?psc=1
B903,Skills in Mathematics - Play with Graphs for JEE Main and Advanced,Amit M Agarwal,Science & Mathematics,Mathematics,Paperback,189.00,4.4,196,37044,https://www.amazon.in/Skills-Mathematics-Play-Graphs-Advanced/dp/938920481X/ref=zg_bs_g_4149720031_d_sccl_4/000-0000000-0000000?psc=1
B904,Skills in Mathematics - Trigonometry for JEE Main and Advanced,Amit M Agarwal,Science & Mathematics,Mathematics,Paperback,269.00,4.7,57,15333,https://www.amazon.in/Skills-Mathematics-Trigonometry-Main-Advanced/dp/9389204798/ref=zg_bs_g_4149720031_d_sccl_16/000-0000000-0000000?psc=1
B905,Skills in Mathematics - Vectors and 3D Geometry for JEE Main and Advanced,Amit M Agarwal,Science & Mathematics,Mathematics,Paperback,230.00,4.7,33,7590,https://www.amazon.in/Skills-Mathematics-Vectors-Geometry-Advanced/dp/9389204801/ref=zg_bs_g_4149720031_d_sccl_9/000-0000000-0000000?psc=1
B906,Skin of a Sinner: A Dark Childhood Best Friends Romance,Avina St. Graves,Romance,Action & Adventure,Kindle Edition,283.00,4,4808,1360664,https://www.amazon.in/Skin-Sinner-Childhood-Friends-Romance-ebook/dp/B0CJFPS4TG/ref=zg_bs_g_86208349031_d_sccl_5/000-0000000-0000000?psc=1
B907,Sky Chasers: a soaring adventure from the queen of historical fiction,Emma Carroll,Children's Books,Money & Jobs,Paperback,393.00,4.7,203,79779,https://www.amazon.in/Sky-Chasers-Emma-Carroll/dp/1910655538/ref=zg_bs_g_1318096031_d_sccl_8/000-0000000-0000000?psc=1
B908,Soccer beauties attacking with all their might Soccer player gravure Photo AI Beautiful Breast 12 Artificial intelligence-generated image (Japanese Edition),AI Japan Beautiful Breast College,Sports,"Bowls, Bowling & Petanque",Kindle Edition,159.00,0,0,0,https://www.amazon.in/beauties-attacking-Beautiful-Artificial-intelligence-generated-ebook/dp/B0CH2HY1NK/ref=zg_bs_g_1318238031_d_sccl_15/000-0000000-0000000?psc=1
B909,Solutions Architect's Handbook - Second Edition,Saurabh Shrivastava,"Computing, Internet & Digital Media",Computer Science,Paperback,"1,473.48",4.4,286,421415.28,https://www.amazon.in/Solutions-Architects-Handbook-Kick-start-architecture/dp/1801816611/ref=zg_bs_g_1318108031_d_sccl_5/000-0000000-0000000?psc=1
B910,South Vs North : IndiaÉ??s Great Divide,Nilakantan RS,Society & Social Sciences,Social Welfare & Social Services,Paperback,348.16,4.2,157,54661.12,https://www.amazon.in/South-Vs-North-Indias-Divide/dp/8195996930/ref=zg_bs_g_1318221031_d_sccl_15/000-0000000-0000000?psc=1
B911,Space and Solar System Encyclopedia for Children Age 5 - 15 Years- All About Trivia Questions and Answers,Dreamland Publications,Children's Books,Reference,Paperback,174.00,4.5,357,62118,https://www.amazon.in/Space-Solar-System-Encyclopedia-Children/dp/938837181X/ref=zg_bs_g_1318100031_d_sccl_3/000-0000000-0000000?psc=1
B912,Spaceboy: The epic and funny new childrenÉ??s book from multi-million bestselling author David Walliams,David Walliams,Children's Books,"Family, Personal & Social Issues",Paperback,334.00,4.7,2486,830324,https://www.amazon.in/SPACEBOY-childrens-multi-million-bestselling-Walliams/dp/0008579954/ref=zg_bs_g_1318077031_d_sccl_26/000-0000000-0000000?psc=1
B913,Sparsh -2nd Lang. Hindi For Class - 10 - 1057,NCERT,Children's Books,Education & Reference,Paperback,67.00,4.3,1034,69278,https://www.amazon.in/Sparsh-Bhag-Secondary-Language-Dwitya/dp/8174506470/ref=zg_bs_g_67803454031_d_sccl_18/000-0000000-0000000?psc=1
B914,Speed Merchants: The Story of Indian Pace Bowling 1886 to 2019,Vijay Lokapally,Sports,"Bowls, Bowling & Petanque",Paperback,327.00,4,21,6867,https://www.amazon.in/Speed-Merchants-Story-Indian-Bowling/dp/9388271343/ref=zg_bs_g_1318238031_d_sccl_14/000-0000000-0000000?psc=1
B915,Spell-binding Spells : CricketÉ??s most magnificent bowling spells,Anindya Dutta,Sports,"Bowls, Bowling & Petanque",Paperback,270.00,4.3,47,12690,https://www.amazon.in/Spell-Binding-Spells-Crickets-Magnificent-Bowling/dp/1947988840/ref=zg_bs_g_1318238031_d_sccl_16/000-0000000-0000000?psc=1
B916,Spelling Time - Activity Workbook,Wonder House Books,Children's Books,Education & Reference,Paperback,99.00,4.4,199,19701,https://www.amazon.in/Spelling-Time-Wonder-House-Books/dp/9354406432/ref=zg_bs_g_67803454031_d_sccl_7/000-0000000-0000000?psc=1
B917,"Spiritual Anatomy: Meditation, Chakras, and the Journey to the Center",Daaji Kamlesh D. Patel,"Health, Family & Personal Development",Personal Transformation,Hardcover,324.00,4.8,100,32400,https://www.amazon.in/Spiritual-Anatomy-Meditation-Chakras-Journey/dp/9356997799/ref=zg_bs_g_1318132031_d_sccl_13/000-0000000-0000000?psc=1
B918,Splits Stretching & Self-Discipline To Exercise - 2 Books in 1 Bundle: The Ultimate BeginnerÉ??s Book Collection for Splits Stretching + Finally Gain the Self-Discipline to Exercise,Freddie Masterson,Sports,Athletics & Gymnastics,Kindle Edition,449.00,3.8,3,1347,https://www.amazon.in/Splits-Stretching-Self-Discipline-Exercise-Collection-ebook/dp/B07CQD7YC5/ref=zg_bs_g_1318259031_d_sccl_21/000-0000000-0000000?psc=1
B919,Spookily Yours (Witches of Pleasant Grove Book 1),Jennifer Chipman,Romance,Fantasy,Kindle Edition,249.00,3.9,1892,471108,https://www.amazon.in/Spookily-Yours-Witches-Pleasant-Grove-ebook/dp/B0CHNT99HT/ref=zg_bs_g_2590358031_d_sccl_11/000-0000000-0000000?psc=1
B920,Sports Beauty Vol2 AI Gravure Photography Collection Sports beauty women AI gravure photo collection (Japanese Edition),haruyama ai,Sports,"Bowls, Bowling & Petanque",Kindle Edition,138.00,0,0,0,https://www.amazon.in/Gravure-Photography-Collection-collection-Japanese-ebook/dp/B0CPBK7875/ref=zg_bs_g_1318238031_d_sccl_28/000-0000000-0000000?psc=1
B921,Sports Illustrated Muhammad Ali: The Tribute,Editors of Sports Illustrated,Sports,Active Outdoor Pursuits,Hardcover,"1,448.00",4.6,146,211408,https://www.amazon.in/Sports-Illustrated-Muhammad-Ali-Tribute/dp/1933821043/ref=zg_bs_g_1318225031_d_sccl_9/000-0000000-0000000?psc=1
B922,"Sports: Discover Amazing People (Campbell My First Heroes, 8)",Campbell Books,Teen & Young Adult,Biographies,Board book,280.00,5,11,3080,https://www.amazon.in/Sports-First-Heroes-Campbell-Books/dp/1529062616/ref=zg_bs_g_67803441031_d_sccl_13/000-0000000-0000000?psc=1
B923,"SQL For Beginners: SQL Made Easy; A Step-By-Step Guide to SQL Programming for the Beginner, Intermediate and Advanced User (Including Projects and Exercises)",Berg Craig,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,529.00,4,67,35443,https://www.amazon.in/SQL-Beginners-Step-Step-Intermediate/dp/1951737253/ref=zg_bs_g_1318110031_d_sccl_5/000-0000000-0000000?psc=1
B924,"SQL Made Easy: The Ultimate Guide to Mastering Data Querying, Manipulation and Analysis to Craft Your Portfolio Project",Alex Wade,"Computing, Internet & Digital Media",Databases & Big Data,Kindle Edition,165.00,5,9,1485,https://www.amazon.in/SQL-Made-Easy-Mastering-Manipulation-ebook/dp/B0CVJVRQ3Q/ref=zg_bs_g_1318110031_d_sccl_28/000-0000000-0000000?psc=1
B925,SQL Server Simplified: Interview Questions and Answers,Vishal Garg,"Computing, Internet & Digital Media",Databases & Big Data,Kindle Edition,99.00,4.1,5,495,https://www.amazon.in/SQL-Server-Simplified-Interview-Questions-ebook/dp/B093Z3FZXZ/ref=zg_bs_g_1318110031_d_sccl_21/000-0000000-0000000?psc=1
B926,Stalking my Love... (Ishq Wala Love Book 1),Ruchi Chandra Verma,Literature & Fiction,Short Stories,Kindle Edition,149.00,4.4,66,9834,https://www.amazon.in/Stalking-Love-Ishq-Wala-Book-ebook/dp/B0CSXN2MK5/ref=zg_bs_g_1318170031_d_sccl_3/000-0000000-0000000?psc=1
B927,Standard Wirebound Manuscript Paper (Green Cover),Hal Leonard,"Arts, Film & Photography",Music,Spiral-bound,451.00,4.7,9115,4110865,https://www.amazon.in/Standard-Wire-Bound-Manuscript-Paper/dp/0881884995/ref=zg_bs_g_1318059031_d_sccl_22/000-0000000-0000000?psc=1
B928,Star Named Bibha And Other Stories: Timeless Biographies,Anwesha Sengupta,Teen & Young Adult,Biographies,Paperback,324.00,0,0,0,https://www.amazon.in/Star-Named-Bibha-Other-Stories/dp/9356994498/ref=zg_bs_g_67803441031_d_sccl_10/000-0000000-0000000?psc=1
B929,Stargazing: The Players in My Life,Ravi Shastri,Sports,Cricket,Audible Audiobook,"1,519.00",3.8,243,369117,https://www.amazon.in/Audible-Stargazing-Players-My-Life/dp/B09KM9GQRZ/ref=zg_bs_g_1318245031_d_sccl_30/000-0000000-0000000?psc=1
B930,Starry Messenger: Cosmic Perspectives on Civilisation,Neil deGrasse Tyson,Higher Education Textbooks,Social Sciences,Paperback,401.00,4.6,3759,1507359,https://www.amazon.in/Starry-Messenger-Cosmic-Perspectives-Civilisation/dp/0008543224/ref=zg_bs_g_4149727031_d_sccl_14/000-0000000-0000000?psc=1
B931,Start With Why,SINEK SIMON,Business & Economics,Analysis & Strategy,Paperback,399.00,4.5,22568,9004632,https://www.amazon.in/Start-Why-Leaders-Inspire-Everyone/dp/0241958229/ref=zg_bs_g_1318070031_d_sccl_14/000-0000000-0000000?psc=1
B932,Sticks and Stones (Shadow Valley U Book 1),S. Massery,Romance,Enemies to Lovers,Kindle Edition,415.00,4.3,2537,1052855,https://www.amazon.in/Sticks-Stones-Shadow-Valley-Book-ebook/dp/B0CL5LGJCP/ref=zg_bs_g_92041935031_d_sccl_15/000-0000000-0000000?psc=1
B933,"Stock Market Mein Safal Hone Ke 41 Tips | Useful Book to Learn Methods for Intraday, Swing Trade, Option Trading, BTST Trading and Trading Indicators- Book in Hindi",MAHESH CHANDRA KAUSHIK,Children's Books,Reference,Paperback,129.40,4.1,1319,170678.6,https://www.amazon.in/Stock-Market-Mein-Safal-Hone/dp/9353225914/ref=zg_bs_g_1318100031_d_sccl_8/000-0000000-0000000?psc=1
B934,Stolen Touches: An Arranged Marriage Mafia Romance (Perfectly Imperfect Book 5),Neva Altaj,Romance,Enemies to Lovers,Kindle Edition,416.00,4.4,9267,3855072,https://www.amazon.in/Stolen-Touches-Arranged-Perfectly-Imperfect-ebook/dp/B0B214J6LT/ref=zg_bs_g_92041935031_d_sccl_8/000-0000000-0000000?psc=1
B935,Stories of Creation,SHALINI SRINIVASAN,Comics & Mangas,Comics,Kindle Edition,71.40,4.4,184,13137.6,https://www.amazon.in/Stories-Creation-Credit-SHALINI-SRINIVASAN-ebook/dp/B07147LC3N/ref=zg_bs_g_15705395031_d_sccl_2/000-0000000-0000000?psc=1
B936,Story Book- 101 Panchatantra Stories ( Ilustrated stories for children from Ancient India),Om Books Editorial Team,Children's Books,History,Paperback,191.00,4.5,8676,1657116,https://www.amazon.in/101-Panchatantra-Stories-Children-Illustrated/dp/935376517X/ref=zg_bs_g_1318079031_d_sccl_8/000-0000000-0000000?psc=1
B937,"Story Book for Kids - First Reader (Illustrated) (Set of 6 Books) - Phonic stories - Bedtime Stories - 2 Years to 6 Years Old - Read Aloud to Infants, Toddlers",Maple Press,Children's Books,Literature & Fiction,Paperback,140.00,4.4,411,57540,https://www.amazon.in/Story-Book-Kids-Illustrated-Toddlers/dp/8119099001/ref=zg_bs_g_1318083031_d_sccl_20/000-0000000-0000000?psc=1
B938,"Story Book for Kids (Set of 10 Books) - Aesop's Fables - Moral Stories - Bedtime Stories - 3 Years to 10 Years old - English Short Stories for Kids - Read Aloud to Infants, Toddlers",Maple Press,Children's Books,Picture Books,Paperback,210.00,4.3,184,38640,https://www.amazon.in/Story-Book-Kids-Set-Books/dp/9394668667/ref=zg_bs_g_1318099031_d_sccl_19/000-0000000-0000000?psc=1
B939,"Story book: 365 Stories from the Vedas, the Upanishads and the Puranas for Children (with colourful illustrations) (365 series)",Dipavali Sen,Children's Books,Interactive & Activity Books,Hardcover,492.00,4.6,1200,590400,https://www.amazon.in/Stories-Upanishads-Puranas-Children-Hardcover/dp/9352768647/ref=zg_bs_g_1318081031_d_sccl_15/000-0000000-0000000?psc=1
B940,Story book: Festivals of india (Large Print),Om Books Editorial Team,Children's Books,Holidays & Celebrations,Paperback,209.00,4.5,531,110979,https://www.amazon.in/Story-book-Festivals-india-Large/dp/9392834381/ref=zg_bs_g_67803463031_d_sccl_3/000-0000000-0000000?psc=1
B941,Story books : 365 Bedtime Stories (Illustrated stories for Children) (365 Series),Om Books Editorial Team,Children's Books,Literature & Fiction,Hardcover,493.00,4.3,1194,588642,https://www.amazon.in/365-Bedtime-Stories-Om-Books/dp/8187107537/ref=zg_bs_g_1318083031_d_sccl_2/000-0000000-0000000?psc=1
B942,"Story Books for Kids - Second Reader (Illustrated) (Set of 6 Books) - Phonic stories - Bedtime Stories - 3 Years to 6 Years Old - Read Aloud to Infants, Toddlers",Maple Press,Children's Books,Picture Books,Paperback,143.00,4.2,27,3861,https://www.amazon.in/Story-Books-Kids-Illustrated-Toddlers/dp/8119099397/ref=zg_bs_g_1318099031_d_sccl_13/000-0000000-0000000?psc=1
B943,"Story Books for Kids - World Classic (Abridged) (Set of 10 Books) (Illustrated) - Moral Stories - Bedtime Children Story Book - Read Aloud to Infants, Toddlers - Alice in Wonderland, É??, Heidi, Jungle Book, Robinson Crusoe",Maple Press,Children's Books,Literature & Fiction,Paperback,238.00,4.4,107,25466,https://www.amazon.in/World-Classic-Abridged-Set-Books/dp/9391924824/ref=zg_bs_g_1318083031_d_sccl_8/000-0000000-0000000?psc=1
B945,"Story Books for Kids (Set of 5 Books) (Illustrated) - Indian Scientists - Biographies for Children - 6 Years to 10 Years Old - CV Raman, Homi Bhabha, Ramanujan, Vikram Sarabhai, Abdul Kalam",Maple Press,Children's Books,Education & Reference,Paperback,118.00,4.4,435,51330,https://www.amazon.in/Story-Books-Kids-Set-Illustrated/dp/8196149921/ref=zg_bs_g_67803454031_d_sccl_10/000-0000000-0000000?psc=1
B946,Story Books for Kids ; Set of 10 Traditional Tales Book in English with 101 Moral Lesson from Inikao,Inikao,Children's Books,Historical Fiction,Paperback,242.00,4.3,716,173272,https://www.amazon.in/Set-Moral-Stories-Collections-Inikao/dp/8193608577/ref=zg_bs_g_1318088031_d_sccl_12/000-0000000-0000000?psc=1
B947,"Story: Style, Structure, Substance, and the Principles of Screenwriting",Robert McKee,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,"2,612.00",4.7,2653,6929636,https://www.amazon.in/Story-Structure-Substance-Principles-Screenwriting/dp/0060391685/ref=zg_bs_g_1318054031_d_sccl_16/000-0000000-0000000?psc=1
B948,Strictly Not Yours (The Salinger Brothers Book 4),Carrie Elks,Romance,Later in Life,Kindle Edition,49.00,4.4,1115,54635,https://www.amazon.in/Strictly-Yours-Salinger-Brothers-Book-ebook/dp/B0C624QXTD/ref=zg_bs_g_89265414031_d_sccl_7/000-0000000-0000000?psc=1
B949,SU DOKU CHALLENGE BOOK 1: 200 puzzles,Collins,"Crafts, Home & Lifestyle",Games & Quizzes,Paperback,213.94,4.5,633,135424.02,https://www.amazon.in/Doku-Challenge-book-200-puzzles/dp/0008279632/ref=zg_bs_g_1318121031_d_sccl_10/000-0000000-0000000?psc=1
